,City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
20794,Roswell,GA,Triangle,2009-12-01,21:00,Terça-feira,1,12
20795,Lockport,IL,Light,2009-12-01,20:30,Terça-feira,1,12
20796,Boulder,CO,Oval,2009-12-01,20:00,Terça-feira,1,12
20797,Lexington,IN,Flash,2009-12-01,19:00,Terça-feira,1,12
20798,Taneytown,MD,Other,2009-12-01,19:00,Terça-feira,1,12
20799,Taneytown,MD,Other,2009-12-01,19:00,Terça-feira,1,12
20800,Salem,MO,Fireball,2009-12-01,18:45,Terça-feira,1,12
20801,Fremont,CA,Triangle,2009-12-01,18:42,Terça-feira,1,12
20802,Salem,MO,Fireball,2009-12-01,18:40,Terça-feira,1,12
20803,Klamath Falls (onb Hwy 140),OR,Light,2009-12-01,18:00,Terça-feira,1,12
20804,Kaktovik,AK,Light,2009-12-01,16:00,Terça-feira,1,12
20805,Lincoln,NE,Circle,2009-12-01,14:00,Terça-feira,1,12
20806,Miami,FL,Oval,2009-12-01,07:00,Terça-feira,1,12
20807,Sartell,MN,Light,2009-12-01,05:50,Terça-feira,1,12
20808,Holland,OH,Triangle,2009-12-01,03:05,Terça-feira,1,12
20809,Woodbridge,NJ,Rectangle,2009-12-01,03:00,Terça-feira,1,12
20810,Monmouth,OR,Disk,2009-12-01,02:00,Terça-feira,1,12
20811,Bloomington,IN,Fireball,2009-12-01,00:45,Terça-feira,1,12
20812,Mesa,AZ,Disk,2009-12-01,00:23,Terça-feira,1,12
20814,Stone Mountain,GA,Triangle,2010-01-31,13:00,Domingo,31,1
20815,Milwaukee,WI,Light,2010-01-31,06:30,Domingo,31,1
20817,Oakland,CA,Triangle,2010-01-30,19:00,Sábado,30,1
20821,Edinburg,TX,Cigar,2010-01-29,19:40,Sexta-feira,29,1
20822,Jefferson,MD,Oval,2010-01-29,13:25,Sexta-feira,29,1
20825,Punxsutawney,PA,Light,2010-01-29,02:20,Sexta-feira,29,1
20826,Maple Valley,WA,Changing,2010-01-29,00:00,Sexta-feira,29,1
20827,Stillwater,MN,Light,2010-01-28,20:30,Quinta-feira,28,1
20828,Folsom,NJ,Sphere,2010-01-28,20:00,Quinta-feira,28,1
20829,St. Augustine,FL,Other,2010-01-28,19:25,Quinta-feira,28,1
20830,Perris,CA,Triangle,2010-01-28,18:10,Quinta-feira,28,1
20831,Houston,TX,Circle,2010-01-28,14:00,Quinta-feira,28,1
20832,Santa Ana,CA,Sphere,2010-01-28,08:27,Quinta-feira,28,1
20833,Reedsville,OH,Light,2010-01-28,04:45,Quinta-feira,28,1
20834,South Bend,IN,Triangle,2010-01-28,03:00,Quinta-feira,28,1
20837,Charlotte,NC,Fireball,2010-01-27,20:30,Quarta-feira,27,1
20838,Wilkesboro/DeepGap,NC,Disk,2010-01-27,19:00,Quarta-feira,27,1
20839,Santa Fe Springs,CA,Sphere,2010-01-27,11:00,Quarta-feira,27,1
20840,Fort Collins,CO,Light,2010-01-27,06:00,Quarta-feira,27,1
20841,Greensboro,NC,Sphere,2010-01-27,02:15,Quarta-feira,27,1
20842,Chico,WA,Triangle,2010-01-26,21:40,Terça-feira,26,1
20843,Miami,FL,Light,2010-01-26,19:01,Terça-feira,26,1
20844,South Kingstown,RI,Other,2010-01-26,11:00,Terça-feira,26,1
20845,Austin,TX,Other,2010-01-26,09:45,Terça-feira,26,1
20846,Raleigh,NC,Sphere,2010-01-25,20:48,Segunda-feira,25,1
20847,Clayton,NC,Light,2010-01-25,20:30,Segunda-feira,25,1
20849,Holloman AFB,NM,Other,2010-01-25,19:15,Segunda-feira,25,1
20850,Naples,FL,Light,2010-01-25,19:00,Segunda-feira,25,1
20851,Kapolei,HI,Light,2010-01-25,18:45,Segunda-feira,25,1
20852,Keaau,HI,Light,2010-01-25,18:00,Segunda-feira,25,1
20853,Miami,FL,Other,2010-01-25,17:30,Segunda-feira,25,1
20857,Lake Stevens,WA,Unknown,2010-01-25,05:00,Segunda-feira,25,1
20860,Tampa,FL,Circle,2010-01-24,19:40,Domingo,24,1
20864,Lake Tapps,WA,Circle,2010-01-23,18:00,Sábado,23,1
20865,Pacific Grove,CA,Light,2010-01-23,15:20,Sábado,23,1
20866,Lakewood,CA,Disk,2010-01-23,14:30,Sábado,23,1
20867,Carson City,NV,Light,2010-01-23,05:38,Sábado,23,1
20868,Reno,NV,Cigar,2010-01-23,01:30,Sábado,23,1
20870,Titusville,FL,Triangle,2010-01-23,00:00,Sábado,23,1
20871,Peekskill,NY,Unknown,2010-01-22,23:20,Sexta-feira,22,1
20872,Spring,TX,Sphere,2010-01-22,23:00,Sexta-feira,22,1
20873,Southbridge,MA,Triangle,2010-01-22,22:30,Sexta-feira,22,1
20874,Socorro,NM,Light,2010-01-22,18:00,Sexta-feira,22,1
20875,Lincoln,NE,Disk,2010-01-22,17:00,Sexta-feira,22,1
20876,Boise,ID,Changing,2010-01-22,04:40,Sexta-feira,22,1
20877,Riverside,NJ,Light,2010-01-22,02:20,Sexta-feira,22,1
20879,Bloomfield,NJ,Other,2010-01-21,22:45,Quinta-feira,21,1
20880,San Antonio,TX,Sphere,2010-01-21,22:19,Quinta-feira,21,1
20883,Rochester,NY,Circle,2010-01-21,18:05,Quinta-feira,21,1
20884,Saint Charles,IA,Other,2010-01-21,05:30,Quinta-feira,21,1
20885,Greensboro,NC,Disk,2010-01-21,01:00,Quinta-feira,21,1
20887,New Port Richey,FL,Fireball,2010-01-20,20:00,Quarta-feira,20,1
20888,((HOAX??)),PA,Circle,2010-01-20,19:30,Quarta-feira,20,1
20889,Poughkeepsie,NY,Disk,2010-01-20,19:00,Quarta-feira,20,1
20891,Bandon,OR,Other,2010-01-20,18:45,Quarta-feira,20,1
20892,North Stonington,CT,Light,2010-01-20,18:00,Quarta-feira,20,1
20893,San Jose,CA,Disk,2010-01-20,12:00,Quarta-feira,20,1
20895,Walnut,IA,Flash,2010-01-20,07:45,Quarta-feira,20,1
20896,Gowanda,NY,Fireball,2010-01-20,03:34,Quarta-feira,20,1
20897,Pt. Mugu/Oxnard,CA,Light,2010-01-20,02:00,Quarta-feira,20,1
20898,Amherst,VA,Unknown,2010-01-19,23:00,Terça-feira,19,1
20899,Azusa,CA,Light,2010-01-19,21:05,Terça-feira,19,1
20900,Elmwood Park,IL,Flash,2010-01-19,00:01,Terça-feira,19,1
20902,Arroyo Grande,CA,Light,2010-01-18,20:55,Segunda-feira,18,1
20903,Seattle,WA,Light,2010-01-18,20:15,Segunda-feira,18,1
20904,Whitehall,MT,Sphere,2010-01-18,19:15,Segunda-feira,18,1
20905,Dillon,MT,Oval,2010-01-18,19:03,Segunda-feira,18,1
20906,Mullica Hill,NJ,Other,2010-01-18,17:50,Segunda-feira,18,1
20908,Oldwick,NJ,Triangle,2010-01-18,15:00,Segunda-feira,18,1
20909,Old Hickory,TN,Changing,2010-01-18,10:00,Segunda-feira,18,1
20910,Lamar,SC,Cigar,2010-01-18,07:38,Segunda-feira,18,1
20911,Pittsburgh,PA,Light,2010-01-18,01:35,Segunda-feira,18,1
20912,Shawano,WI,Light,2010-01-17,23:51,Domingo,17,1
20913,Miami,FL,Rectangle,2010-01-17,23:30,Domingo,17,1
20914,Las Vegas,NV,Other,2010-01-17,22:30,Domingo,17,1
20915,Bayfield,WI,Light,2010-01-17,18:30,Domingo,17,1
20916,Granite Falls,WA,Light,2010-01-17,04:23,Domingo,17,1
20919,Grass Valley,CA,Unknown,2010-01-16,20:50,Sábado,16,1
20920,Bellingham,MA,Light,2010-01-16,20:40,Sábado,16,1
20921,Corona,CA,Unknown,2010-01-16,20:00,Sábado,16,1
20922,Corona,CA,Triangle,2010-01-16,19:49,Sábado,16,1
20923,Boise,ID,Changing,2010-01-16,19:30,Sábado,16,1
20924,Great Falls,MT,Triangle,2010-01-16,19:20,Sábado,16,1
20925,Plainville,CT,Rectangle,2010-01-15,23:40,Sexta-feira,15,1
20926,Yuma,AZ,Light,2010-01-15,23:35,Sexta-feira,15,1
20927,Flat Creek,NC,Triangle,2010-01-15,22:10,Sexta-feira,15,1
20928,Tempe,AZ,Circle,2010-01-15,19:30,Sexta-feira,15,1
20929,Whittier,CA,Disk,2010-01-15,19:30,Sexta-feira,15,1
20931,Long Beach,CA,Unknown,2010-01-15,16:55,Sexta-feira,15,1
20933,Greensboro,NC,Sphere,2010-01-15,10:00,Sexta-feira,15,1
20935,Greensboro,NC,Light,2010-01-15,04:00,Sexta-feira,15,1
20936,Fresno,CA,Light,2010-01-15,01:00,Sexta-feira,15,1
20937,Bakersfield,CA,Circle,2010-01-15,01:00,Sexta-feira,15,1
20938,North San Juan,CA,Fireball,2010-01-15,01:00,Sexta-feira,15,1
20939,Carlsbad,CA,Light,2010-01-15,00:18,Sexta-feira,15,1
20940,Holiday Island,AR,Triangle,2010-01-14,19:30,Quinta-feira,14,1
20941,Lexington,KY,Fireball,2010-01-14,12:09,Quinta-feira,14,1
20942,Pomoma,NY,Light,2010-01-14,04:30,Quinta-feira,14,1
20943,Reno,NV,Flash,2010-01-14,01:40,Quinta-feira,14,1
20944,McGregor range,NM,Circle,2010-01-14,01:00,Quinta-feira,14,1
20945,Modesto,CA,Other,2010-01-13,23:25,Quarta-feira,13,1
20946,Gregory,MI,Light,2010-01-13,19:45,Quarta-feira,13,1
20947,Troutdale (south of),VA,Light,2010-01-13,18:15,Quarta-feira,13,1
20948,Denver,CO,Disk,2010-01-13,18:00,Quarta-feira,13,1
20949,Gulf Breeze,FL,Unknown,2010-01-13,17:40,Quarta-feira,13,1
20951,Ackerman,MS,Light,2010-01-13,01:00,Quarta-feira,13,1
20952,White Oak,PA,Triangle,2010-01-13,00:45,Quarta-feira,13,1
20953,Ceres,CA,Fireball,2010-01-12,22:45,Terça-feira,12,1
20954,Metlakatla,AK,Disk,2010-01-12,21:30,Terça-feira,12,1
20955,Waukesha,WI,Disk,2010-01-12,19:32,Terça-feira,12,1
20956,Deep Run,NC,Other,2010-01-12,19:20,Terça-feira,12,1
20957,Alma,AR,Other,2010-01-12,19:00,Terça-feira,12,1
20960,Springfield,OR,Changing,2010-01-12,17:35,Terça-feira,12,1
20961,Eugene,OR,Unknown,2010-01-12,04:00,Terça-feira,12,1
20962,Fayetteville,WV,Sphere,2010-01-12,00:00,Terça-feira,12,1
20964,Leatherwood,KY,Other,2010-01-11,23:00,Segunda-feira,11,1
20966,Joplin,MO,Triangle,2010-01-11,21:30,Segunda-feira,11,1
20967,Fairfield,CA,Oval,2010-01-11,17:00,Segunda-feira,11,1
20969,Fort Myers,FL,Fireball,2010-01-11,01:40,Segunda-feira,11,1
20970,Lakeland,FL,Other,2010-01-11,01:30,Segunda-feira,11,1
20972,Pratt,KS,Circle,2010-01-10,20:55,Domingo,10,1
20974,Lompoc,CA,Fireball,2010-01-10,20:00,Domingo,10,1
20975,Eunice,LA,Oval,2010-01-10,19:00,Domingo,10,1
20976,Tularosa,NM,Other,2010-01-10,18:45,Domingo,10,1
20977,Cary,NC,Changing,2010-01-10,14:00,Domingo,10,1
20978,Hancock,MD,Sphere,2010-01-10,11:30,Domingo,10,1
20979,Norton,MA,Triangle,2010-01-10,10:30,Domingo,10,1
20980,San Jacinto,CA,Unknown,2010-01-10,09:43,Domingo,10,1
20982,Round Rock,TX,Light,2010-01-10,05:45,Domingo,10,1
20983,Uxbridge,MA,Sphere,2010-01-10,00:30,Domingo,10,1
20984,Taunton,MA,Unknown,2010-01-10,00:00,Domingo,10,1
20985,Paducah,KY,Unknown,2010-01-09,23:55,Sábado,9,1
20986,Cincinnati,OH,Light,2010-01-09,22:00,Sábado,9,1
20987,Kapolei,HI,Light,2010-01-09,21:35,Sábado,9,1
20988,Buffalo,NY,Light,2010-01-09,21:30,Sábado,9,1
20989,Saline,MI,Formation,2010-01-09,20:45,Sábado,9,1
20990,Freedom (Watsonville),CA,Triangle,2010-01-09,20:00,Sábado,9,1
20991,Santa Fe Springs,CA,Sphere,2010-01-09,20:00,Sábado,9,1
20993,Woodbridge,NJ,Light,2010-01-09,18:05,Sábado,9,1
20994,Francis Creek,WI,Light,2010-01-09,18:00,Sábado,9,1
20996,Cleveland,TN,Other,2010-01-09,12:00,Sábado,9,1
20998,Brick,NJ,Other,2010-01-09,03:00,Sábado,9,1
21000,Boulder,CO,Triangle,2010-01-08,23:00,Sexta-feira,8,1
21001,Port St. Lucie,FL,Fireball,2010-01-08,21:52,Sexta-feira,8,1
21002,Kapolei,HI,Light,2010-01-08,21:35,Sexta-feira,8,1
21003,Tomball,TX,Unknown,2010-01-08,19:00,Sexta-feira,8,1
21006,Westbrook,CT,Triangle,2010-01-07,23:45,Quinta-feira,7,1
21007,West Boylston,MA,Light,2010-01-07,19:34,Quinta-feira,7,1
21009,Windham,NH,Light,2010-01-07,17:45,Quinta-feira,7,1
21010,Edgartown,MA,Circle,2010-01-07,17:30,Quinta-feira,7,1
21011,Mansfield,MA,Light,2010-01-07,06:15,Quinta-feira,7,1
21012,Southampton,NY,Formation,2010-01-07,05:15,Quinta-feira,7,1
21013,West Haven (viewed from),CT,Fireball,2010-01-07,00:00,Quinta-feira,7,1
21014,Searcy,AR,Disk,2010-01-06,21:15,Quarta-feira,6,1
21015,Ringgold,GA,Rectangle,2010-01-06,20:50,Quarta-feira,6,1
21019,San Diego,CA,Light,2010-01-06,01:00,Quarta-feira,6,1
21020,Anderson,SC,Light,2010-01-05,20:10,Terça-feira,5,1
21022,Valley View Hot Springs near crestoneCO.,CO,Light,2010-01-05,19:00,Terça-feira,5,1
21023,Rockwell,NC,Cigar,2010-01-05,18:15,Terça-feira,5,1
21024,New Paltz,NY,Triangle,2010-01-05,17:43,Terça-feira,5,1
21025,Clinton,NJ,Cigar,2010-01-05,16:00,Terça-feira,5,1
21026,Twenty Nine Palms,CA,Unknown,2010-01-05,06:00,Terça-feira,5,1
21027,Colonia,NJ,Unknown,2010-01-05,04:00,Terça-feira,5,1
21028,Chula Vista,CA,Oval,2010-01-05,02:11,Terça-feira,5,1
21029,Princeton,IN,Disk,2010-01-05,01:00,Terça-feira,5,1
21030,El Cajon,CA,Light,2010-01-04,22:00,Segunda-feira,4,1
21032,Cedar Rapids,IA,Light,2010-01-04,19:10,Segunda-feira,4,1
21033,Ben Wheeler,TX,Light,2010-01-04,19:00,Segunda-feira,4,1
21034,San Pablo,CA,Unknown,2010-01-04,19:00,Segunda-feira,4,1
21035,Whittier,CA,Light,2010-01-04,17:40,Segunda-feira,4,1
21036,Cleveland,OH,Triangle,2010-01-04,12:45,Segunda-feira,4,1
21037,Reedville,VA,Changing,2010-01-04,05:28,Segunda-feira,4,1
21038,Glen Spey,NY,Flash,2010-01-04,02:40,Segunda-feira,4,1
21042,Fort Leonard Wood,MO,Triangle,2010-01-03,05:20,Domingo,3,1
21043,Mason,OH,Circle,2010-01-03,04:00,Domingo,3,1
21044,Trinity and Riverside (between),TX,Disk,2010-01-03,03:45,Domingo,3,1
21045,Atlanta,GA,Fireball,2010-01-02,23:47,Sábado,2,1
21047,Madison,AL,Triangle,2010-01-02,21:10,Sábado,2,1
21049,Waxhaw,NC,Sphere,2010-01-02,20:12,Sábado,2,1
21050,Middleburg,FL,Sphere,2010-01-02,18:45,Sábado,2,1
21051,Sacramento,CA,Triangle,2010-01-02,18:00,Sábado,2,1
21052,Phoenix,AZ,Rectangle,2010-01-02,13:00,Sábado,2,1
21053,Orange,CA,Light,2010-01-02,12:20,Sábado,2,1
21056,Loon Mountain Ski Club,NH,Circle,2010-01-01,22:00,Sexta-feira,1,1
21057,Adairsville,GA,Rectangle,2010-01-01,22:00,Sexta-feira,1,1
21059,Bakersfield,CA,Light,2010-01-01,19:00,Sexta-feira,1,1
21061,Jasper,FL,Sphere,2010-01-01,18:30,Sexta-feira,1,1
21062,Albuquerque,NM,Light,2010-01-01,18:00,Sexta-feira,1,1
21063,Pasadena,CA,Triangle,2010-01-01,17:20,Sexta-feira,1,1
21064,Haverhill,MA,Triangle,2010-01-01,13:00,Sexta-feira,1,1
21065,San Diego,CA,Triangle,2010-01-01,12:02,Sexta-feira,1,1
21066,Willow,AK,Sphere,2010-01-01,12:01,Sexta-feira,1,1
21068,Elkridge,MD,Circle,2010-01-01,12:00,Sexta-feira,1,1
21071,San Diego,CA,Sphere,2010-01-01,01:00,Sexta-feira,1,1
21073,Baker,FL,Unknown,2010-01-01,00:45,Sexta-feira,1,1
21074,Walworth,WI,Sphere,2010-01-01,00:40,Sexta-feira,1,1
21077,Crestview,FL,Unknown,2010-01-01,00:25,Sexta-feira,1,1
21079,Boca Raton,FL,Fireball,2010-01-01,00:24,Sexta-feira,1,1
21080,Falcon,CO,Disk,2010-01-01,00:24,Sexta-feira,1,1
21081,National City,CA,Formation,2010-01-01,00:20,Sexta-feira,1,1
21082,Anchorage,AK,Light,2010-01-01,00:20,Sexta-feira,1,1
21088,Mount Helix Park,CA,Circle,2010-01-01,00:10,Sexta-feira,1,1
21089,La Mesa,CA,Triangle,2010-01-01,00:10,Sexta-feira,1,1
21090,Naples,FL,Sphere,2010-01-01,00:04,Sexta-feira,1,1
21091,El Cajon,CA,Light,2010-01-01,00:03,Sexta-feira,1,1
21092,Antioch,CA,Other,2010-01-01,00:03,Sexta-feira,1,1
21093,Spring Valley,CA,Light,2010-01-01,00:01,Sexta-feira,1,1
21094,El Cajon,CA,Formation,2010-01-01,00:01,Sexta-feira,1,1
21095,Willow,AK,Formation,2010-01-01,00:01,Sexta-feira,1,1
21096,Lemon Grove,CA,Light,2010-01-01,00:00,Sexta-feira,1,1
21097,Bonita,CA,Light,2010-01-01,00:00,Sexta-feira,1,1
21098,Fresno,CA,Light,2010-01-01,00:00,Sexta-feira,1,1
21099,El Cajon,CA,Triangle,2010-01-01,00:00,Sexta-feira,1,1
21100,La Mesa,CA,Light,2010-01-01,00:00,Sexta-feira,1,1
21101,Maricopa,AZ,Unknown,2010-01-01,00:00,Sexta-feira,1,1
21102,Benton,AR,Circle,2010-01-01,00:00,Sexta-feira,1,1
21103,Rogers,AR,Triangle,2010-01-01,00:00,Sexta-feira,1,1
21104,El Cajon,CA,Triangle,2010-01-01,00:00,Sexta-feira,1,1
21105,Park City,KY,Light,2010-01-01,00:00,Sexta-feira,1,1
21106,St. Louis,MO,Fireball,2010-01-01,00:00,Sexta-feira,1,1
21107,Grants Pass,OR,Triangle,2010-01-01,00:00,Sexta-feira,1,1
21109,Everett,WA,Unknown,2010-02-28,23:00,Domingo,28,2
21110,Little River,SC,Light,2010-02-28,23:00,Domingo,28,2
21112,Miami,FL,Circle,2010-02-28,18:50,Domingo,28,2
21113,Silverdale,WA,Changing,2010-02-28,18:50,Domingo,28,2
21114,Spring City,TN,Oval,2010-02-28,18:50,Domingo,28,2
21115,Homestead/Redlands/Everglades,FL,Other,2010-02-28,18:40,Domingo,28,2
21117,Homestead,FL,Unknown,2010-02-28,16:30,Domingo,28,2
21118,Ward,AR,Unknown,2010-02-28,15:00,Domingo,28,2
21120,Batavia,IA,Sphere,2010-02-28,06:00,Domingo,28,2
21121,Spicewood,TX,Circle,2010-02-27,23:10,Sábado,27,2
21123,Litchfield Beach,SC,Light,2010-02-27,22:00,Sábado,27,2
21124,Lawrenceville,GA,Circle,2010-02-27,20:00,Sábado,27,2
21126,Tampa,FL,Rectangle,2010-02-27,13:00,Sábado,27,2
21127,Corpus Christi,TX,Circle,2010-02-27,08:00,Sábado,27,2
21128,Lawrence,KS,Light,2010-02-27,00:55,Sábado,27,2
21130,Las Vegas,NV,Oval,2010-02-26,17:15,Sexta-feira,26,2
21132,Keaau,HI,Sphere,2010-02-26,06:00,Sexta-feira,26,2
21133,Homestead,FL,Sphere,2010-02-26,05:55,Sexta-feira,26,2
21135,Temple City,CA,Light,2010-02-25,20:24,Quinta-feira,25,2
21136,Wisconsin Rapids,WI,Unknown,2010-02-25,09:15,Quinta-feira,25,2
21137,Twin Peaks,CA,Circle,2010-02-25,07:35,Quinta-feira,25,2
21138,Brockton,MA,Light,2010-02-25,00:00,Quinta-feira,25,2
21139,Rising Star,TX,Light,2010-02-24,20:00,Quarta-feira,24,2
21143,Interstate 8,AZ,Light,2010-02-24,13:30,Quarta-feira,24,2
21144,Springvale,ME,Sphere,2010-02-24,09:30,Quarta-feira,24,2
21145,Arden,AR,Formation,2010-02-24,04:30,Quarta-feira,24,2
21146,Galveston,TX,Fireball,2010-02-23,23:00,Terça-feira,23,2
21148,Ewa Beach,HI,Triangle,2010-02-23,20:50,Terça-feira,23,2
21149,Swarthmore,PA,Flash,2010-02-22,22:40,Segunda-feira,22,2
21150,Rochester,NY,Light,2010-02-22,22:30,Segunda-feira,22,2
21152,New York City (Manhattan),NY,Disk,2010-02-22,17:30,Segunda-feira,22,2
21154,Belton,TX,Light,2010-02-21,22:33,Domingo,21,2
21155,Stanardsville,VA,Triangle,2010-02-21,20:40,Domingo,21,2
21156,Darlington,SC,Circle,2010-02-21,20:30,Domingo,21,2
21158,Plum,PA,Light,2010-02-21,03:30,Domingo,21,2
21159,Severn,MD,Disk,2010-02-21,00:00,Domingo,21,2
21160,Marshall,MN,Light,2010-02-20,22:00,Sábado,20,2
21161,Pickney,MI,Fireball,2010-02-20,20:00,Sábado,20,2
21162,Sedro Woolley,WA,Circle,2010-02-20,19:00,Sábado,20,2
21163,Venetia,PA,Sphere,2010-02-20,18:15,Sábado,20,2
21166,Clearwater,FL,Triangle,2010-02-20,13:47,Sábado,20,2
21168,Dalton,GA,Fireball,2010-02-20,07:00,Sábado,20,2
21170,Vernon Hills,IL,Light,2010-02-19,21:10,Sexta-feira,19,2
21171,Frankfort,IL,Triangle,2010-02-19,19:55,Sexta-feira,19,2
21172,Seattle (Ballard),WA,Triangle,2010-02-19,18:50,Sexta-feira,19,2
21173,Woodland Hills,CA,Oval,2010-02-19,14:30,Sexta-feira,19,2
21174,Silverton,OR,Light,2010-02-19,09:00,Sexta-feira,19,2
21177,Bellingham,WA,Triangle,2010-02-18,22:25,Quinta-feira,18,2
21178,Shelbyville,IL,Unknown,2010-02-18,21:52,Quinta-feira,18,2
21180,San Diego,CA,Light,2010-02-18,21:30,Quinta-feira,18,2
21181,Mojave (21 mi. NW of),CA,Sphere,2010-02-18,19:30,Quinta-feira,18,2
21182,Raeford,NC,Other,2010-02-18,18:00,Quinta-feira,18,2
21183,Ellerslie,GA,Light,2010-02-18,09:00,Quinta-feira,18,2
21184,Blanchard,MI,Light,2010-02-18,01:00,Quinta-feira,18,2
21185,Mahanoy,PA,Other,2010-02-17,23:00,Quarta-feira,17,2
21186,Limestoneville,PA,Other,2010-02-17,21:40,Quarta-feira,17,2
21187,Covington,LA,Triangle,2010-02-17,18:30,Quarta-feira,17,2
21189,petaluma,CA,Light,2010-02-17,08:00,Quarta-feira,17,2
21191,Winnie,TX,Triangle,2010-02-16,23:45,Terça-feira,16,2
21192,Winnie,TX,Changing,2010-02-16,23:45,Terça-feira,16,2
21193,Fort Hood,TX,Circle,2010-02-16,22:30,Terça-feira,16,2
21194,Mesquite,TX,Rectangle,2010-02-16,22:15,Terça-feira,16,2
21195,Austin,TX,Sphere,2010-02-16,21:40,Terça-feira,16,2
21196,Denver,CO,Unknown,2010-02-16,20:00,Terça-feira,16,2
21197,Fontana,CA,Light,2010-02-16,19:51,Terça-feira,16,2
21198,Kailua-Kona,HI,Light,2010-02-16,07:10,Terça-feira,16,2
21199,Sutherlin and Roseburg,OR,Light,2010-02-15,23:00,Segunda-feira,15,2
21200,Burson,CA,Disk,2010-02-15,20:30,Segunda-feira,15,2
21201,Long Beach,CA,Sphere,2010-02-15,16:00,Segunda-feira,15,2
21202,Winslow (outside of),AZ,Sphere,2010-02-15,13:30,Segunda-feira,15,2
21204,Las Vegas,NV,Circle,2010-02-15,05:55,Segunda-feira,15,2
21205,Clearwater,KS,Circle,2010-02-15,05:50,Segunda-feira,15,2
21206,Renton,WA,Unknown,2010-02-15,05:30,Segunda-feira,15,2
21207,Nashville (near),TN,Unknown,2010-02-15,05:00,Segunda-feira,15,2
21209,Abilene,TX,Changing,2010-02-14,00:00,Domingo,14,2
21210,Gautier,MS,Formation,2010-02-14,23:00,Domingo,14,2
21212,Redding,CA,Circle,2010-02-14,22:20,Domingo,14,2
21213,Brandon,FL,Fireball,2010-02-14,22:15,Domingo,14,2
21214,Miami,FL,Unknown,2010-02-14,21:45,Domingo,14,2
21215,"Washington, D.C.",DC,Oval,2010-02-14,12:00,Domingo,14,2
21216,Conover,NC,Circle,2010-02-14,10:40,Domingo,14,2
21217,Atco,NJ,Light,2010-02-14,00:15,Domingo,14,2
21222,Melbourne,FL,Sphere,2010-02-13,19:15,Sábado,13,2
21223,Sunnyvale,CA,Formation,2010-02-13,19:00,Sábado,13,2
21224,Nacogdoches,TX,Formation,2010-02-13,17:45,Sábado,13,2
21225,Pasadena/Los Angeles,CA,Triangle,2010-02-13,17:00,Sábado,13,2
21226,Los Angeles,CA,Circle,2010-02-13,09:40,Sábado,13,2
21227,Davenport,IA,Light,2010-02-13,03:05,Sábado,13,2
21228,San Bernardino,CA,Fireball,2010-02-13,00:15,Sábado,13,2
21230,Topeka,KS,Unknown,2010-02-12,23:00,Sexta-feira,12,2
21232,Goose Creek,SC,Flash,2010-02-12,21:00,Sexta-feira,12,2
21233,Sullivan City,TX,Formation,2010-02-12,21:00,Sexta-feira,12,2
21234,Santa Nella,CA,Formation,2010-02-12,20:54,Sexta-feira,12,2
21235,Seattle,WA,Light,2010-02-12,20:35,Sexta-feira,12,2
21236,West Branch,MI,Cigar,2010-02-12,20:30,Sexta-feira,12,2
21237,Yakima,WA,Fireball,2010-02-12,20:30,Sexta-feira,12,2
21238,Sharon,VT,Light,2010-02-12,19:30,Sexta-feira,12,2
21239,San Antonio,TX,Light,2010-02-12,16:00,Sexta-feira,12,2
21240,Seattle,WA,Triangle,2010-02-12,06:00,Sexta-feira,12,2
21241,Weymouth,MA,Triangle,2010-02-11,20:35,Quinta-feira,11,2
21242,Carthage,TN,Light,2010-02-10,20:40,Quarta-feira,10,2
21244,Eaton Rapids,MI,Other,2010-02-10,03:00,Quarta-feira,10,2
21245,Modesto,CA,Changing,2010-02-09,21:00,Terça-feira,9,2
21246,Bedford,TX,Light,2010-02-09,21:00,Terça-feira,9,2
21247,Pierson,FL,Sphere,2010-02-09,20:05,Terça-feira,9,2
21248,Kettleman City,CA,Triangle,2010-02-09,18:00,Terça-feira,9,2
21249,Gilbert,AZ,Unknown,2010-02-08,20:22,Segunda-feira,8,2
21250,Santa Maria,CA,Oval,2010-02-08,19:15,Segunda-feira,8,2
21251,Saylorsburg,PA,Disk,2010-02-08,18:30,Segunda-feira,8,2
21252,Hobe Sound,FL,Circle,2010-02-08,09:50,Segunda-feira,8,2
21253,Riverhead,NY,Circle,2010-02-08,05:40,Segunda-feira,8,2
21255,Hyde Park,NY,Circle,2010-02-08,00:00,Segunda-feira,8,2
21257,Philadelphia,PA,Other,2010-02-07,22:50,Domingo,7,2
21259,Modesto,CA,Sphere,2010-02-07,22:00,Domingo,7,2
21260,Cicero,IL,Triangle,2010-02-07,21:15,Domingo,7,2
21264,Woodbridge,VA,Light,2010-02-06,23:00,Sábado,6,2
21265,Monterey,CA,Light,2010-02-06,23:00,Sábado,6,2
21266,Elkins,WV,Light,2010-02-06,21:40,Sábado,6,2
21267,Albuquerque,NM,Oval,2010-02-06,17:50,Sábado,6,2
21268,Cistern,TX,Sphere,2010-02-06,14:45,Sábado,6,2
21269,Vernon,NJ,Triangle,2010-02-06,06:30,Sábado,6,2
21270,Ellsworth,ME,Unknown,2010-02-06,05:45,Sábado,6,2
21271,Pittsburgh,PA,Unknown,2010-02-05,23:00,Sexta-feira,5,2
21272,Tatum,TX,Other,2010-02-05,19:50,Sexta-feira,5,2
